"Original Url","Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Title 2","Title 2 Length","Title 2 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","Meta Robots 2","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","HTTP Version","URL Encoded Address","Crawl Timestamp"
"https://www.worldbank.org/en/topic/agriculture","https://www.worldbank.org/en/topic/agriculture","text/html;charset=utf-8","200","OK","Indexable","","Agriculture and Food: Development news, research, data | World Bank","67","615","","0","0","Latest news and information from the World Bank on its work in agriculture and the food system.","95","599","Nutrition, Agriculture and Food Security, Agribusiness","54","Agriculture and Food","20","","0","Featured","8","Agriculture and Food At-A-Glance","32","","","","","https://www.worldbank.org/en/topic/agriculture","","","","","","192373","27829","676","153","4.418","54.551","Fairly Hard","5.452","0","2","","3","1","0","1.470","381","301","0","95","91","0","","","","","60534b531e364e4798e02a02f5604ad0","3.563","Fri, 29 Nov 2024 21:22:13 GMT","","","","1.1","https://www.worldbank.org/en/topic/agriculture","2024-11-30 14:40:48"
"https://www.marincounty.gov/departments/AWM","https://www.marincounty.gov/departments/AWM","text/html; charset=UTF-8","403","Forbidden","Non-Indexable","Client Error","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","","","","","0.000","0","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.662","","","","","1.1","https://www.marincounty.gov/departments/AWM","2024-11-30 14:39:16"
"https://agnr.umd.edu/","https://agnr.umd.edu/","text/html; charset=UTF-8","200","OK","Indexable","","Home | College of Agriculture & Natural Resources at UMD","56","514","","0","0","We embody the University of Maryland's land-grant mission with a commitment to eliminate hunger and malnutrition, preserve our natural resources, improve quality of life, and empower the next generation through world-class education.","233","1464","","0","Serving the Public Good","23","","0","Our Mission","11","Interested in Applying?","23","","","","","https://agnr.umd.edu/","","","","","","177003","30965","940","226","4.159","32.963","Hard","8.383","0","0","","21","1","0","1.470","429","316","0","6","6","0","","","","","284280ffac413b78d1e0160d950e2880","2.694","Sat, 30 Nov 2024 09:28:42 GMT","","","","1.1","https://agnr.umd.edu/","2024-11-30 14:39:18"
"https://ag.colorado.gov/","https://ag.colorado.gov/","text/html","403","Forbidden","Non-Indexable","Client Error","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","986","986","0","","","","","0.000","0","0","","0","0","0","0.000","0","0","0","0","0","0","","","","","","5.359","","","","","1.1","https://ag.colorado.gov/","2024-11-30 14:40:48"
"https://agr.wa.gov/","https://agr.wa.gov/","","0","Connection Refused","Non-Indexable","No Response","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","","","","","0.000","0","0","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","","https://agr.wa.gov/","2024-11-30 14:39:08"
"https://www.fns.usda.gov/usda-food-and-nutrition-service","https://www.fns.usda.gov/usda-food-and-nutrition-service","text/html; charset=utf-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","346","346","0","","","","","0.000","0","0","","0","0","0","0.000","0","0","0","0","0","0","","","","","","4.168","Sat, 30 Nov 2024 09:20:39 GMT","https://www.fns.usda.gov/","HTTP Redirect","","1.1","https://www.fns.usda.gov/usda-food-and-nutrition-service","2024-11-30 14:39:02"
"http://www.fsis.usda.gov/","http://www.fsis.usda.gov/","","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","","","","","0.000","0","0","","0","0","0","0.000","0","0","0","0","0","0","","","","","","4.907","","https://www.fsis.usda.gov/","HTTP Redirect","","1.1","http://www.fsis.usda.gov/","2024-11-30 14:40:27"
"https://sagri.senate.ca.gov/committeehome","https://sagri.senate.ca.gov/committeehome","text/html; charset=utf-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","199","199","0","","","","","0.000","0","0","","0","0","0","0.000","0","0","0","0","0","0","","","","","","2.525","Sat, 30 Nov 2024 09:39:15 GMT","https://sagri.senate.ca.gov/","HTTP Redirect","","1.1","https://sagri.senate.ca.gov/committeehome","2024-11-30 14:39:15"
"https://www.kyagr.com/","https://www.kyagr.com/","","0","Connection Timeout","Non-Indexable","No Response","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","","","","","0.000","0","0","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","","https://www.kyagr.com/","2024-11-30 14:40:08"
"https://sustainableagriculture.net/","https://sustainableagriculture.net/","text/html; charset=UTF-8","200","OK","Indexable","","National Sustainable Agriculture Coalition - Supporting the economic and environmental sustainability of agriculture, natural resources, and rural communities.","159","1397","","0","0","NSAC advocates for federal policy reform for the sustainability of food systems, natural resources, and rural communities.","122","753","","0","","0","","0","Guest Post: Is the Future of Organic Food at Risk? Research Funding Holds the Answer","84","A Regional Approach Creates Fairer Competition","46","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","https://sustainableagriculture.net/","","","","","","89508","18654","284","56","5.071","56.616","Fairly Hard","2.265","0","0","","7","1","0","1.470","38","17","0","5","5","0","","","","","3090735941f63d7376cfa5b28edaa127","1.533","Mon, 20 May 2024 13:50:57 GMT","","","","1.1","https://sustainableagriculture.net/","2024-11-30 14:40:52"
"https://agriculture.delaware.gov/","https://agriculture.delaware.gov/","text/html; charset=utf-8","200","OK","Indexable","","Request Rejected","16","155","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","246","246","17","5","3.400","83.949","Easy","49.187","0","0","","0","0","0","0.000","0","0","0","0","0","0","","","","","e51e547f57c209eddc441d3673c7beea","6.716","","","","","1.1","https://agriculture.delaware.gov/","2024-11-30 14:39:55"
"https://www.britannica.com/topic/agriculture","https://www.britannica.com/topic/agriculture","text/html;charset=UTF-8","200","OK","Indexable","","Origins of argiculture | History, Types, Domestication, Techniques, & Facts | Britannica","88","754","","0","0","The origins of agriculture, or the active production of useful plants or animals in ecosystems that have been created by people, cannot be traced to a single time, place, or people group.","187","1135","origins of agriculture, encyclopedia, encyclopeadia, britannica, article","72","origins of agriculture","22","","0","News •","6","","0","","","","","https://www.britannica.com/topic/agriculture","","","","","","105938","22596","1435","327","4.388","61.243","Normal","8.635","0","1","","3","1","0","1.470","254","157","0","14","14","0","","","","","46e14547518f624abda6b11ea99c23d","0.876","","","","","1.1","https://www.britannica.com/topic/agriculture","2024-11-30 14:40:07"
"https://agriculture.montana.edu/","https://agriculture.montana.edu/","text/html; charset=UTF-8","200","OK","Indexable","","College of Agriculture - College of Agriculture | Montana State University","74","635","","0","0","","0","0","","0","College of Agriculture","22","","0","News Read the latest from the college","37","Events","6","","","","","","","","","","","52122","52122","467","122","3.828","64.365","Normal","6.193","0","0","","15","1","0","1.470","94","75","0","15","14","0","","","","","4a4f1fdebc3aeb14a6e6ef901be4cbaf","4.176","","","","","1.1","https://agriculture.montana.edu/","2024-11-30 14:39:02"
"https://nyassembly.gov/comm/?id=2","https://nyassembly.gov/comm/?id=2","text/html; charset=utf-8","200","OK","Indexable","","Standing Committee on Agriculture |Committees | New York State Assembly","71","672","","0","0","News and Information from the New York State Assembly","53","357","New York State Assembly, New York, Assembly, New York State Legislature","71","Standing Committee on Agriculture","33","","0","Chair","5","Address","7","noodp","","","","","","","","","","15013","15013","458","95","4.821","68.946","Normal","20.085","0","1","","5","1","0","1.470","47","40","0","4","4","0","","","","","7287da9e40dbb663c5427a5c8dc631c","1.872","","","","","1.1","https://nyassembly.gov/comm/?id=2","2024-11-30 14:39:29"
"https://rma.usda.gov/","https://rma.usda.gov/","text/html; charset=iso-8859-1","302","Found","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","209","209","0","","","","","0.000","0","0","","0","0","0","0.000","0","0","0","0","0","0","","","","","","2.488","","https://www.rma.usda.gov/","HTTP Redirect","","1.1","https://rma.usda.gov/","2024-11-30 14:40:19"
"https://leg.mt.gov/BILLS/MCA/title_0800/chapters_index.html","https://leg.mt.gov/BILLS/MCA/title_0800/chapters_index.html","text/html","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","185","185","0","","","","","0.000","0","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","2.628","","https://www.legmt.gov/","HTTP Redirect","","1.1","https://leg.mt.gov/BILLS/MCA/title_0800/chapters_index.html","2024-11-30 14:40:23"
"https://hdoa.hawaii.gov/","https://hdoa.hawaii.gov/","text/html; charset=UTF-8","200","OK","Indexable","","Department of Agriculture","25","231","","0","0","","0","0","","0","Department of Agriculture","25","","0","About Us","8","Policies","8","max-image-preview:large","","","","https://hdoa.hawaii.gov/","","","","","","64590","17826","874","197","4.437","63.236","Normal","8.951","0","0","","23","1","0","1.470","96","64","0","10","10","0","","","","","83fae51d679b0a4e01c84c230b36bfb","3.044","","","","","1.1","https://hdoa.hawaii.gov/","2024-11-30 14:41:02"
"https://water.ca.gov/Water-Basics/Agriculture","https://water.ca.gov/Water-Basics/Agriculture","text/html; charset=utf-8","200","OK","Indexable","","Agriculture","11","98","","0","0","State of California","19","111","California, government","22","Agriculture","11","","0","","0","","0","","","","","","","","","","","53694","13243","532","103","5.165","50.044","Fairly Hard","16.177","0","1","","10","1","0","1.470","90","70","0","12","11","0","","","","","54f3a44bf97fbfbf2a7589cb1b7e4b66","8.317","","","","","1.1","https://water.ca.gov/Water-Basics/Agriculture","2024-11-30 14:39:10"
"https://agriculture.wy.gov/","https://agriculture.wy.gov/","text/html; charset=UTF-8","200","OK","Indexable","","Wyoming Dept. of Agriculture","28","261","","0","0","","0","0","","0","","0","","0","WDA Programs","12","Resources for producers and more","32","","","","","","","","","","","101988","10548","720","116","6.207","59.417","Fairly Hard","7.581","0","0","","11","1","0","1.470","174","137","0","13","13","0","","","","","d5fa6e2a9c760b9963da1c7dd14f45fe","3.988","","","","","1.1","https://agriculture.wy.gov/","2024-11-30 14:41:05"
"https://www.pa.gov/en/agencies/pda.html","https://www.pa.gov/en/agencies/pda.html","text/html;charset=utf-8","200","OK","Indexable","","Department of Agriculture | Commonwealth of Pennsylvania","56","531","","0","0","Find information and resources on agriculture, food security, grants, and more in Pennsylvania.","95","586","","0","Department of Agriculture","25","","0","The .gov means its official.","28","Department of Agriculture","25","","","","","https://www.pa.gov/en/agencies/pda.html","","","","","","268092","26625","328","58","5.655","42.212","Hard","2.746","0","2","","3","1","0","1.470","218","211","0","21","21","0","","","","","cea18fc56eebcda7e176d177db636667","1.654","Sat, 30 Nov 2024 09:00:49 GMT","","","","1.1","https://www.pa.gov/en/agencies/pda.html","2024-11-30 14:40:41"
"https://www.sciencedirect.com/journal/agriculture-ecosystems-and-environment","https://www.sciencedirect.com/journal/agriculture-ecosystems-and-environment","text/html; charset=UTF-8","403","Forbidden","Non-Indexable","Client Error","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","","","","","0.000","0","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.591","","","","","1.1","https://www.sciencedirect.com/journal/agriculture-ecosystems-and-environment","2024-11-30 14:40:11"
"https://www.fs.usda.gov/","https://www.fs.usda.gov/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Home | US Forest Service","24","223","","0","0","Caring for the Land and Serving People","38","241","","0","","0","","0","Thanks to partners!","19","Alaska ornaments, art, and…unity","32","","","","","https://www.fs.usda.gov/node/232695","","","","","","96957","17522","261","65","4.015","58.518","Fairly Hard","9.061","0","0","","7","2","0","2.940","126","100","0","10","10","0","","","","","73e9c30f1805debfc12b695443f4c311","9.094","Sat, 30 Nov 2024 03:52:37 GMT","","","","1.1","https://www.fs.usda.gov/","2024-11-30 14:39:10"
"https://en.wikipedia.org/wiki/Agriculture","https://en.wikipedia.org/wiki/Agriculture","text/html; charset=UTF-8","200","OK","Indexable","","Agriculture - Wikipedia","23","199","","0","0","","0","0","","0","Agriculture","11","","0","Contents","8","Etymology and scope","19","max-image-preview:standard","","","","https://en.wikipedia.org/wiki/Agriculture","","","","","","846599","153378","20803","5544","3.752","66.421","Normal","16.806","0","1","","735","1","0","1.470","2495","1162","0","655","602","0","","","","","258ec352724b1c986cf7f2f18dc62edf","1.678","Sat, 30 Nov 2024 01:34:35 GMT","","","","1.1","https://en.wikipedia.org/wiki/Agriculture","2024-11-30 14:41:05"
"https://fas.usda.gov/home","https://fas.usda.gov/home","text/html; charset=utf-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","330","330","0","","","","","0.000","0","0","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.944","","https://fas.usda.gov/","HTTP Redirect","","1.1","https://fas.usda.gov/home","2024-11-30 14:40:25"
"https://house.louisiana.gov/H_Cmtes/Agriculture","https://house.louisiana.gov/H_Cmtes/Agriculture","","0","DNS lookup failed","Non-Indexable","No Response","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","","","","","0.000","0","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","","https://house.louisiana.gov/H_Cmtes/Agriculture","2024-11-30 14:40:28"
"https://www.vdacs.virginia.gov/","https://www.vdacs.virginia.gov/","text/html; charset=UTF-8","200","OK","Indexable","","The Virginia Department of Agriculture and Consumer Services","60","555","","0","0","VDACS promotes the economic growth and development of Virginia agriculture, provides consumer protection and encourages environmental stewardship.","146","962","","0","FEATURED SERVICES","17","","0","","0","","0","","","","","","","","","","","38482","8752","534","120","4.450","44.683","Hard","10.547","0","0","","3","1","0","1.470","106","61","0","16","13","0","","","","","a98cae244938005da9dd81fa2feedb6f","2.674","","","","","1.1","https://www.vdacs.virginia.gov/","2024-11-30 14:41:11"
"https://www.agfuture.org/","https://www.agfuture.org/","text/html; charset=utf-8","200","OK","Indexable","","Home | Agriculture Future of America","36","329","","0","0","","0","0","","0","AFA Leaders Institutes","22","","0","What we do","10","Empower young leaders making an impact in food and agriculture","62","","","","","","","","","","","110336","21141","229","50","4.580","55.522","Fairly Hard","1.948","0","0","","7","1","0","1.470","26","19","0","24","17","0","","","","","20200e097904c5ec3798e2bf7b2ab1fc","3.825","","","","","1.1","https://www.agfuture.org/","2024-11-30 14:40:03"
"https://ag.utah.gov/","https://ag.utah.gov/","text/html; charset=UTF-8","200","OK","Indexable","","Utah Department of Agriculture and Food","39","365","","0","0","","0","0","","0","Utah Department ofAgriculture and Food","38","Utah Department ofAgriculture and Food","38","","0","","0","max-image-preview:large","","","","https://ag.utah.gov/","","","","","","89462","19076","173","46","3.761","70.494","Fairly Easy","4.376","0","0","","7","1","0","1.470","130","112","0","11","9","0","","","","","663bedffc0d71f8e9d7a5a25f898fb4b","1.265","","","","","1.1","https://ag.utah.gov/","2024-11-30 14:39:42"
"https://www.rd.usda.gov/","https://www.rd.usda.gov/","text/html; charset=UTF-8","200","OK","Indexable","","Rural Development","17","168","","0","0","","0","0","","0","USDA Rural Health","17","Hurricane Resources","19","About RD","8","Programs & Services","19","","","","","https://www.rd.usda.gov/","","","","","","117854","19274","961","178","5.399","46.240","Hard","8.843","0","0","","9","1","0","1.470","211","141","0","12","12","0","","","","","22a7ad166037fcd3efd78298347bd090","1.971","Sat, 30 Nov 2024 09:30:42 GMT","","","","1.1","https://www.rd.usda.gov/","2024-11-30 14:39:20"
"https://www.agriculture.ks.gov/","https://www.agriculture.ks.gov/","text/html; charset=utf-8","200","OK","Indexable","","Department of Agriculture | Home","32","298","","0","0","","0","0","","0","Department of Agriculture","25","","0","Find a Service","14","Welcome to KDA","14","","","","","","","","","","","129912","24386","388","90","4.311","69.454","Normal","6.661","0","0","","2","1","0","1.470","268","248","0","1","1","0","","","","","f2dbe2072859062ff7e58af1671280","7.480","Fri, 29 Nov 2024 16:05:20 GMT","","","","1.1","https://www.agriculture.ks.gov/","2024-11-30 14:40:07"
"https://www.lorainccc.edu/sciences/sustainable-agriculture/","https://www.lorainccc.edu/sciences/sustainable-agriculture/","text/html","403","Forbidden","Non-Indexable","Client Error","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","118","118","0","","","","","0.000","0","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.619","","","","","1.1","https://www.lorainccc.edu/sciences/sustainable-agriculture/","2024-11-30 14:39:27"
